category,question,answer
Pop culture,"Quelle actrice interprète Delphine aux côtés de Françoise Dorléac dans ""Les Demoiselles de Rochefort"" ?",Catherine Deneuve
Pop culture,"Quelle actrice interprète Ellen Ripley dans les films : ""Alien, le huitième passager"" et ""Aliens, le Retour"" ?",Sigourney Weaver
Pop culture,"Quelle actrice interprète Julie Lescaut, dans la série télévisée du même nom ?",Véronique Genest
Pop culture,"Quelle actrice interprète l'héroïne de la série télévisée ""Soeur Thérèse.com"" ?",Dominique Lavanant
Pop culture,"Quelle actrice interprète la chanson titre de ""Fame"", le film d'Alan Parker ?",Irène Cara
Pop culture,"Quelle actrice interprète le rôle de Marie, aux côtés de Jean-Claude Brialy dans “Le Beau Serge” ?",Bernadette Lafont
Pop culture,"Quelle actrice interprète le rôle de Vénus dans le film ""Cartouche"", aux côtés de Jean-Paul Belmondo ?",Claudia Cardinale
Pop culture,"Quelle actrice joue Cléopâtre dans le film ""Astérix et Obélix : mission Cléopâtre"" ?",Monica Bellucci
Pop culture,"Quelle actrice joue le rôle de Lynn Bracken, dans le film : ""L.A. Confidential"", sorti en 1997 ?",Kim Basinger
Pop culture,"Quelle actrice joue le rôle de Mrs. Robinson dans le film : ""Le Lauréat"", sorti en 1968 ?",Anne Bancroft
Pop culture,"Quelle actrice prénommée Mae, célèbre pour son personnage de vamp provocante, a donné son nom au gilet de sauvetage des aviateurs américains ?",Mae West
Pop culture,"Quelle actrice s'est mariée, en 1958, avec l'acteur Paul Newman ?",Joanne Woodward
Pop culture,"Quelle actrice simule un orgasme au restaurant dans le film ""Quand Harry rencontre Sally"" ?",Meg Ryan
Pop culture,Quelle actrice suédoise est la mère d'Isabella Rossellini ?,Ingrid Bergman
Pop culture,"Quelle actrice tombe follement amoureuse de Clint Eastwood dans le film ""Sur la route de Madison"" ?",Meryl Streep
Pop culture,"Quelle actrice, à l'affiche du film ""Thelma, Louise et Chantal"" sorti en mars 2010, est la mère de la réalisatrice Tonie Marshall ?",Micheline Presle ou Micheline Chassagne
Pop culture,"Quelle actrice, découverte grâce à la série ""Friends"", interprète les rôles principaux des films : ""La Rumeur court"" et ""La Rupture""",Jennifer Aniston
Pop culture,Quelle agglomération asiatique est la plus peuplée au monde ?,Tokyo
Pop culture,Quelle agglomération située sur le Nil est la plus peuplée d'Afrique ?,Le Caire
Pop culture,Quelle agrégation Simone de Beauvoir obtient-elle à l'âge de 21 ans ?,Agrégation de philosophie
Vie quotidienne,"Quelle américaine a remporté quatre Oscars de la meilleure actrice, dont un pour son rôle dans ""La Maison du lac"" ?",Katharine Hepburn
Pop culture,"Quelle américaine connut un grand succès avec les chansons ""Fais-moi danser"" et ""La Chapelle de Harlem"" ?",Jeane Manson
Pop culture,"Quelle Américaine est la chanteuse principale du groupe ""No Doubt"" ?",Gwen Stefani
Pop culture,"Quelle américaine, interprète de ""Time After Time"" dans les années 1980, a sorti l'album ""Memphis Blues"" en 2010 ?",Cyndi Lauper
Pop culture,"Quelle anagramme du mot ""chien"" désigne son abri ?",Niche
Pop culture,"Quelle anagramme du mot ""guérison"" désigne la personne qui prodigue des soins à un sportif, en compétition ou à l'entraînement ?",Soigneur
Pop culture,"Quelle anagramme du mot ""orge"" désigne un géant des contes de fées qui se nourrit de chair humaine ?",Un ogre
Savoirs académiques,"Quelle anagramme du mot ""verseau"" désigne la blouse courte, qui constitue la tenue ordinaire des matelots et des quartiers-maîtres ?",La vareuse
Pop culture,"Quelle anagrammme de ""taf"", nom familier du travail, désigne un homme prétentieux jusqu'au ridicule ?",Fat
Pop culture,Quelle ancienne appellation d'un habitant de l'Iran désigne une race de chat à longs poils soyeux et à face aplatie ?,Persan
Connaissance du monde,"Quelle ancienne capitale des Nabatéens, aujourd'hui site archéologique réputé de Jordanie, a un nom qui signifie ""la roche"" en grec ?",Pétra
Vie quotidienne,Quelle ancienne capitale du Velay est le chef-lieu du département de la Haute-Loire ?,Le Puy-en-Velay ou Le Puy
Pop culture,"Quelle ancienne championne de judo a présenté l'émission ""L'Ile de la tentation"" de 2005 à 2008 ?",Céline Géraud
Pop culture,"Quelle ancienne des ""Destiny’s Child"" a rejoint le DJ David Guetta sur le titre ""When Love Takes Over"" ?",Kelly Rowland
Pop culture,"Quelle ancienne gagnante de la Star Academy fait ses débuts au cinéma aux côtés de Catherine Deneuve, dans ""Potiche"" de François Ozon ?",Élodie Frégé
Pop culture,"Quelle ancienne Miss France a participé à l'émission de télé-réalité ""La Ferme célébrités"" ?",Élodie Gossuin
Pop culture,Quelle ancienne Miss France fut l'héroïne de la série télévisée “Léa Parker” ?,Sonia Rolland
Pop culture,Quelle ancienne Miss France le jockey Christophe Soumillon a-t-il épousée en 2006 ?,Sophie Thalmann
Pop culture,Quelle ancienne province serbe a proclamé son indépendance le 17 février 2008 ?,Le Kosovo ou Kosova
Pop culture,"Quelle ancienne unité de mesure de longueur, ayant pour symbole A, vaut un dix-milliardième de mètre ?",L'angström
Pop culture,"Quelle ancienne unité de mesure de masse, équivalant à 100 kg, a pour symbole la lettre ""q"" ?",Le quintal
Pop culture,"Quelle ancienne unité monétaire principale de l'Allemagne était symbolisé par les lettres ""DM"" ?",Le Deutsche Mark
Connaissance du monde,Quelle ancienne ville fut détruite par le feu en même temps que Sodome ?,Gomorrhe
Pop culture,"Quelle animatrice a écrit le livre : ""Puisque les cigognes ont perdu mon adresse"" ?",Laurence Boccolini
Pop culture,"Quelle animatrice invite des personnalités à sa table dans ""C à vous"" sur France 5 ?",Alessandra Sublet
Pop culture,"Quelle animatrice, prénommée Christine, porte un nom synonyme ""d'applaudissement"" ?",Christine Bravo
Vie quotidienne,"Quelle année a donné son nom, à la loi de référence sur la liberté d'association ?",1901
Pop culture,Quelle année a été la dernière à connaître à la fois les Jeux olympiques d'hiver et d'été ?,1992
Savoirs académiques,Quelle année de notre calendrier constitue le point de départ de l'ère musulmane ?,622
Pop culture,"Quelle année est associée au mot ""Cosmos"", dans le titre d'une série TV britannique des années 1970 ?",1999
Pop culture,Quelle anomalie de la vision des couleurs fait confondre le plus souvent le rouge et le vert ?,Le daltonisme
Pop culture,"Quelle antilope d'Afrique australe, dont le nom signifie proprement ""bouc sauteur"" est aussi appelée “euchore” ?",Le springbok
Connaissance du monde,Quelle archipel a pour capitale Funchal ?,Madère
Pop culture,Quelle arme d'origine japonaise est formée de deux bâtons reliés entre eux par une chaîne ?,Le nunchaku
Pop culture,"Quelle arme défensive peut être ""arverne"" chez Astérix, ""de Brennus"" au rugby, et ""fiscal"" quand c'est un plafond d'imposition ?",Le bouclier
Savoirs académiques,"Quelle artère, qui prend naissance à la base du ventricule gauche du cœur, véhicule le sang oxygéné dans toutes les parties du corps ?",L'aorte
Pop culture,Quelle articulation du corps humain est douloureuse lorsqu'on souffre d'un tennis-elbow ?,Le coude
Savoirs académiques,Quelle articulation est le plus fréquemment sujette à un traumatisme du ménisque ?,Le genou
Savoirs académiques,"Quelle articulation, saillante lorsque pliée, est située à la jonction du bras et de l'avant-bras ?",Le coude
Savoirs académiques,Quelle artiste aux yeux bleu marine interprète la chanson “Beau oui comme Bowie” en 1983 ?,Isabelle Adjani
Pop culture,"Quelle artiste chante ""Telephone"" en duo avec Lady Gaga, sur son album ""The Fame Monster"" ?",Beyoncé
Savoirs académiques,Quelle artiste enregistre en duo avec Peter Gabriel la chanson “Don't Give Up” en 1986 ?,Kate Bush
Savoirs académiques,"Quelle artiste est l'auteur interprète de la chanson ""En rouge et noir"" sortie en 1986 ?",Jeanne Mas
Savoirs académiques,"Quelle artiste est l'interprète du tube : ""Tata Yoyo"", en 1980 ?",Annie Cordy
Savoirs académiques,"Quelle artiste est révélée en 2000 avec son tube ""I'm outta love"" ?",Anastacia
Savoirs académiques,"Quelle artiste française est l'interprète de la chanson ""Vancouver"", en 1976 ?",Véronique Sanson
Savoirs académiques,"Quelle artiste mexicaine, épouse de Diego Rivera, a réalisé de nombreux autoportraits ?",Frida Kahlo
Savoirs académiques,Quelle artiste multi-facettes est la soeur cadette de Lio ?,Héléna Noguerra
Pop culture,"Quelle athlète australienne, spécialiste du 400 mètres, a allumé la flamme olympique au début des jeux de Sydney ?",Cathy Freeman
Pop culture,"Quelle athlète française a remporté la médaille d'or du 400 m aux Jeux olympiques de Mexico, en 1968 ?",Colette Besson
Pop culture,Quelle avenue parisienne voit défiler les militaires tous les ans lors du 14 Juillet ?,L'avenue des Champs-Élysées ou les ChampsÉlysées
Pop culture,"Quelle bande dessinée créée en 1979 et ayant pour héroïne Isa, a fait la notoriété de François Bourgeon ?",Les Passagers du vent
Pop culture,Quelle bande dessinée créée par Jean Van Hamme et William Vance raconte les aventures d'un amnésique à la clavicule tatouée ?,XIII
Pop culture,"Quelle basilique, la plus vaste de la chrétienté, est aussi appelée ""Basilique vaticane"" ?",Saint-Pierre de Rome
Pop culture,Quelle bataille napoléonienne est dite “des Trois Empereurs” ?,Austerlitz
Pop culture,"Quelle bataille, opposant la France à l'Autriche, fut remportée par Napoléon le 6 juillet 1809 ?",Wagram
Pop culture,"Quelle belle blonde en a émoustillé plus d'un en croisant et décroisant ses jambes, dans ""Basic Instinct"" ?",Sharon Stone
Pop culture,"Quelle boisson alcoolique peut être brune, rousse, blonde ou blanche ?",La bière
Pop culture,Quelle boisson alcoolisée entre obligatoirement dans la composition de la sangria ?,Le vin ou le vin rouge
Pop culture,Quelle boisson apéritive d'origine espagnole est obtenue en faisant macérer des fruits dans du vin rouge avec du sucre et des épices,La sangria
Pop culture,"Quelle boisson est à la base de l'hypocras, un breuvage sucré et épicé du Moyen Age ?",Le vin
Pop culture,Quelle boisson est faite de limonade additionnée de sirop ?,Un diabolo
Connaissance du monde,Quelle boisson est la spécialité de la ville de Limoux ?,La blanquette
Pop culture,"Quelle boisson fermentée et alcoolisée peut-être une gueuze, un lambic ou une cervoise ?",Une bière
Pop culture,"Quelle boisson fermentée, commençant par la lettre ""K"", est traditionnellement fabriquée par les nomades de l'Asie centrale avec du lait de jument ?",Le koumys
Pop culture,Quelle boisson issue des plantes peut être qualifiée de Darjeeling ou de Ceylan ?,Le thé
Pop culture,Quelle boisson l'oenologie étudie-t-elle ?,Le vin
Pop culture,Quelle boisson miracle a été rendue célèbre à la télévision par la troupe des Deschiens ?,Le gibolin
Pop culture,"Quelle boisson nous apporte le serveur quand on lui commande un ""déca"" ?",Un café décaféiné
Pop culture,"Quelle boisson permet à la vérité d'éclore, d'après la locution latine : ""In vino veritas"" ?",Le vin
Pop culture,"Quelle boisson peut être ""de source"", ""gazeuse"" ou ""minérale"" ?",L'eau
Pop culture,Quelle boisson peut être arabica ou robusta ?,Le café
Pop culture,"Quelle boisson spécifique peut être contenue dans un balthazar, un mathusalem ou un nabuchodonosor ?",Le champagne
Pop culture,Quelle boisson vous servira-t-on si vous commandez une mousse ?,Une bière
Pop culture,"Quelle boisson, la préférée du capitaine Haddock, se met en boule dans l'album ""Objectif Lune"" ?",Le whisky
Pop culture,"Quelle bouillie de flocons d'avoine, additionnée de lait et de sucre, portant un nom anglais, sert-on couramment au petitdéjeuner chez les Britanniques",Le porridge
Pop culture,"Quelle branche de l'ébénisterie est spécialisée dans les ouvrages décoratifs faits de pièces de bois précieux, juxtaposées sur un fond de menuiserie et créant des motifs variés ?",La marqueterie
Vie quotidienne,"Quelle branche de la médecine chinoise porte un nom pouvant se traduire par ""piqûre d'aiguille"" ?",L'acupuncture ou acuponcture
Vie quotidienne,"Quelle branche de la médecine tient son nom du mot grec ""gunê"", qui signifie ""femme"" ?",La gynécologie
Pop culture,Quelle branche des Capétiens a régné sur la France de 1328 à 1589 ?,Les Valois
Pop culture,"Quelle Brigitte du cinéma français incarnait ""Maria"", dans le film de 1965 ""Viva Maria"" ?",Brigitte Bardot
Pop culture,"Quelle candidate a remporté la ""Nouvelle Star"" 2010 sur M6 ?",Luce
Vie quotidienne,"Quelle candidate représentait la France lors de l'élection de Miss Univers 2010, à Las Vegas ?",Malika Ménard ou Miss France 2010
Connaissance du monde,"Quelle capitale asiatique fut appelée """"Batavia"", avant la proclamation de l'indépendance de son pays ?",Djakarta ou Jakarta
Connaissance du monde,Quelle capitale d'Europe du Nord s'est appelée Christiania de 1624 à 1924 ?,Oslo
Connaissance du monde,"Quelle capitale est à l'origine du mot ""berline"" ?",Berlin
Connaissance du monde,Quelle capitale européenne a accueilli l'exposition universelle de 1889 ?,Paris
Connaissance du monde,Quelle capitale européenne est aussi le prénom de la sulfureuse figure de la jet-set mademoiselle Hilton ?,Paris
Connaissance du monde,Quelle capitale européenne est née de l'unification des villes de Pest et Buda ?,Budapest
Connaissance du monde,Quelle capitale européenne est traversée par la Tamise ?,Londres
Connaissance du monde,"Quelle capitale européenne se dit ""London"" en version originale ?",Londres
Connaissance du monde,"Quelle capitale européenne, située sur le Tibre, est entourée de sept collines ?",Rome
Connaissance du monde,Quelle capitale fut le théâtre des crimes de Jack l'Éventreur ?,Londres
Connaissance du monde,Quelle capitale nomme-t-on Beijing en chinois ?,Pékin
Connaissance du monde,"Quelle capitale située sur le Danube fut assiégée par les Turcs, en 1683 ?",Vienne
Pop culture,"Quelle cathédrale possède la plus haute nef sous clef de voûte de France, s'élevant à près de 43 m ?",Amiens
Pop culture,"Quelle Catherine fut condamnée à mort et brûlée vive en 1680, lors de l'affaire des Poisons ?",La Voisin ou Catherine Monvoisin
Pop culture,"Quelle célèbre actrice et chanteuse de music-hall américaine, héroïne du film ""New York, New York"" en 1977, est la fille de Judy Garland ?",Liza Minnelli
Savoirs académiques,Quelle célèbre artiste américaine est surnommée J.Lo ?,Jennifer Lopez
Pop culture,"Quelle célèbre danseuse, incarnée au cinéma par Greta Garbo, fut accusée d'espionnage et fusillée à Vincennes en 1917 ?",Mata Hari
Pop culture,Quelle célèbre place lyonnaise abrite une statue équestre de Louis XIV ?,La place Bellecour
Connaissance du monde,Quelle célèbre psychiatre est l'une des cofondatrices de la Société française de psychanalyse ?,Françoise Dolto
Pop culture,"Quelle célèbre souris de bande dessinée a-t-on baptisée ""Topolino"" en Italie ?",Mickey ou Mickey Mouse
Pop culture,"Quelle célèbre top-modèle brésilienne, prénommée Gisele, a été la compagne de Leonardo DiCaprio ?",Gisele Bündchen
Pop culture,Quelle cellule constitue l'unité fonctionnelle du système nerveux ?,Le neurone
Pop culture,"Quelle céréale est également appelée ""blé noir"" ?",Le sarrasin
Pop culture,Quelle céréale est également appelée “gros mil” ?,Le sorgho
Vie quotidienne,"Quelle céréale, ancêtre du blé tendre, pouvant être ""grand"" ou ""petit"", également appelée ""blé sauvage"", est surnommée ""le blé des Gaulois""?",L'épeautre
Pop culture,"Quelle céréale, aux grains durs serrés sur un gros épi, est appelée ""blé d'Inde"" au Québec ?",Le maïs
Pop culture,Quelle chaîne américaine fut la première au monde à diffuser des informations en continu ?,CNN
Connaissance du monde,Quelle chaîne de montagnes considère-t-on traditionnellement comme une frontière naturelle entre l'Europe et l'Asie,L'Oural
Connaissance du monde,Quelle chaîne de montagnes est traversée par une ligne de chemin de fer transandine ?,Les Andes
Connaissance du monde,Quelle chaîne de télévision culturelle franco-allemande voit le jour en 1992 ?,Arte
Pop culture,"Quelle chaîne plissée du Maroc, bordant la Méditerranée, s'étend en arc de cercle de Tanger à Melilla ?",Le Rif
Pop culture,Quelle chambre du Parlement français siège au Palais-Bourbon ?,L'Assemblée nationale
Pop culture,"Quelle championne de tennis belge a annoncé son retour en compétition, le 22 septembre 2009 ?",Justine Henin
Pop culture,Quelle chancelière a représenté l'Allemagne au G8 en juillet 2009 ?,Angela Merkel
Pop culture,"Quelle chanson commence par ces mots : ""je me lève et je te bouscule..."" ?",Comme d'habitude
Pop culture,"Quelle chanson de 1967, interprétée par Nicoletta, est devenue l'hymne de la première Star Academy ?",La Musique
Pop culture,Quelle chanson de Georges Brassens a été reprise avec succès par le groupe de reggae Sinsemilia en 1998 ?,La Mauvaise Réputation
Pop culture,"Quelle chanson de Luis Mariano commence par ces paroles : ""On a chanté les Parisiennes, leurs petits nez et leurs chapeaux."" ?",Mexico
Pop culture,"Quelle chanson de Michel Polnareff commence par ces mots : ""Je serai pendu demain matin"" ?",Le Bal des Laze
Pop culture,"Quelle chanson de Nino Ferrer commence par : ""C'est un endroit qui ressemble à la Louisiane, à l'Italie"" ?",Le Sud
Pop culture,"Quelle chanson de Serge Gainsbourg commence ainsi : ""J'avoue j'en ai bavé pas vous, mon amour"" ?",La Javanaise
Pop culture,"Quelle chanson des Rolling Stones, de 1965, débute par : ""I can't get no..."" ?",Satisfaction ou I Can't Get No Satisfaction
Pop culture,"Quelle chanson populaire irlandaise, aussi intitulée ""Cockles and Mussels"", est le titre du dernier album du chanteur Renaud, sorti en 2009 ?",Molly Malone
Pop culture,"Quelle chanson, popularisée par Dalida, Jean Dujardin interprète-t-il dans le film ""OSS 117 : Le Caire, nid d'espion"" ?",Bambino
Pop culture,"Quelle chanteuse ""zen"" est née Isabelle de Truchis de Varennes ?",Zazie
Pop culture,"Quelle chanteuse a écrit les paroles de la chanson de Johnny Hallyday ""Allumer le feu"" ?",Zazie
Pop culture,Quelle chanteuse a enregistré en duo avec Marc Lavoine le titre “Qu'est-ce que t'es belle” ?,Catherine Ringer
Pop culture,Quelle chanteuse a épousé Pierre Palmade en 1995 ?,Véronique Sanson
Pop culture,"Quelle chanteuse a été la bassiste du groupe de rock français ""Lili Drop"" entre 1979 et 1983 ?",Enzo Enzo ou Korin Ternovtzeff
Pop culture,Quelle chanteuse a été la première gagnante de la Star Academy française ?,Jenifer
Pop culture,"Quelle chanteuse a fait l'objet d'un long métrage, réalisé par Agnès Varda en 1987 ?",Jane Birkin
Pop culture,"Quelle chanteuse a gagné le concours Eurovision de la chanson en 1971 avec ""Un banc, un arbre, une rue""?",Séverine
Pop culture,"Quelle chanteuse a gagné le concours Eurovision de la chanson en 1983 avec : ""Si la vie est cadeau"" ?",Corinne Hermès
Savoirs académiques,"Quelle chanteuse a publié le livre ""La Valise en carton"" dans les années 80 ?",Linda de Suza
Pop culture,"Quelle chanteuse a reçu le prix de l'""Artiste interprète féminine de l'année"", aux Victoires de la musique 2009 ?",Camille
Savoirs académiques,"Quelle chanteuse a remporté le Concours Eurovision de la Chanson en 1988 avec le titre ""Ne partez pas sans moi"" ?",Céline Dion
Connaissance du monde,"Quelle chanteuse a rencontré un succès international avec le titre ""Voyage voyage"" dans les années 80 ?",Desireless
Pop culture,Quelle chanteuse a représenté la France au concours de l'Eurovision 2009 ?,Patricia Kaas
Pop culture,"Quelle chanteuse a représenté la France au Concours de l'Eurovision de 1968, en interprétant : ""La Source"" ?",Isabelle Aubret
Pop culture,"Quelle chanteuse a sorti au printemps 2009 un nouveau single intitulé ""Le Secret de nous"" ?",Cindy Sander
Pop culture,"Quelle chanteuse américaine a chanté en 2006 les tubes ""Stupid Girls"" et ""Who Knew"" ?",Pink ou Alecia Moore
Pop culture,"Quelle chanteuse américaine a connu le succès en 1997 avec la chanson ""Bitch"" ?",Meredith Brooks
Savoirs académiques,"Quelle chanteuse américaine a détrôné Elvis Presley en décrochant avec ""Touch My Body"" son 18e single classé numéro 1 des charts ?",Mariah Carey
Pop culture,"Quelle chanteuse américaine a enregistré en duo, avec Eros Ramazzotti, le tube : ""I Belong to You"", sorti en 2005 ?",Anastacia
Pop culture,"Quelle chanteuse américaine a fait un tube avec le titre ""Womanizer"" en 2008 ?",Britney Spears
Pop culture,Quelle chanteuse américaine a sorti en 2005 un livre pour enfants intitulé « Bôta de carats » ?,Madonna
Pop culture,"Quelle chanteuse américaine connaît le succès, en 1986, avec les tubes : ""True Colors"" et ""What's Going on"" ?",Cyndi Lauper
Pop culture,"Quelle chanteuse américaine d'origine italienne est notamment surnommé ""Madge"" par la presse people ?",Madonna
Pop culture,"Quelle chanteuse américaine de rock-country a connu le succès en 1994 avec le titre ""All I Wanna Do"" ?",Sheryl Crow
Pop culture,"Quelle chanteuse américaine de rock-country a sorti en 2010 un album intitulé ""100 Miles From Memphis"" ?",Sheryl Crow
Pop culture,"Quelle chanteuse américaine est l'auteur du conte pour enfants : ""Les Roses anglaises"" ?",Madonna
Pop culture,"Quelle chanteuse américaine est l'interprète du tube ""Poker Face"", tiré de son album ""The Fame"" ?",Lady Gaga
Pop culture,"Quelle chanteuse américaine interprète ""Fever"", en 1958 ?",Peggy Lee
Pop culture,"Quelle chanteuse américaine, révélée par le tube ""Genie In A Bottle"", a sorti l'album ""Bionic"" en 2010 ?",Christina Aguilera
Pop culture,"Quelle chanteuse britannique a interprété, en 1999, le titre : ""Here With Me"" ?",Dido
Connaissance du monde,"Quelle chanteuse britannique connaît un succès international avec le titre ""Babooshka"" en 1980 ?",Kate Bush
Vie quotidienne,"Quelle chanteuse britannique déjantée pourrait s'appeler en français ""Amy Maison-du-Vin"" ?",Amy Winehouse
Pop culture,Quelle chanteuse britannique Étienne Daho a-t-il invitée à chanter en duo avec lui sur son album “Réévolution” ?,Marianne Faithfull
Pop culture,"Quelle chanteuse britannique interprète : ""Coeur Blessé"", en 1962 ?",Petula Clark
Pop culture,"Quelle chanteuse britannique interprète le générique du film : ""Goldfinger"", en 1964 ?",Shirley Bassey
Pop culture,"Quelle chanteuse britannique, révélée par le titre ""American Boy"" en duo avec Kanye West, interprète en 2010 ""Fall in Love"" ?",Estelle
Pop culture,"Quelle chanteuse canadienne a interprété ""My Heart Will Go On"" pour le film ""Titanic"" ?",Céline Dion
Connaissance du monde,"Quelle chanteuse canadienne a interprété la chanson ""Alice"", qui figure au générique de fin du ""Alice au Pays des Merveilles"" de Tim Burton ?",Avril Lavigne
Pop culture,"Quelle chanteuse canadienne interprète ""Tout l'or des hommes"" en 2003 ?",Céline Dion
Pop culture,"Quelle chanteuse canadienne interprète les tubes : ""S'il suffisait d'aimer"" et ""On ne change pas"" en 1998 ?",Céline Dion
Pop culture,Quelle chanteuse commence son album “Life For Rent” par le titre “White Flag” ?,Dido
Pop culture,"Quelle chanteuse connaît un très grand succès en 1984 avec l'album ""Private Dancer"" ?",Tina Turner
Pop culture,"Quelle chanteuse corse a chanté les titres ""J'en ai marre !"" et ""J'ai pas vingt ans"" en 2003 ?",Alizée
Pop culture,"Quelle chanteuse de jazz a enregistré “Porgy and Bess” avec Louis Armstrong, en 1958 ?",Ella Fitzgerald
Pop culture,"Quelle chanteuse de jazz noire américaine, disparue en 1959, était surnommée ""Lady Day"" ?",Billie Holiday
Pop culture,"Quelle chanteuse de jazz, décédée en 1996, était surnommée ""The First Lady Of Song"" ?",Ella Fitzgerald
Pop culture,Quelle chanteuse de R&B s'est inventé un double nommé Sasha Fierce ?,Beyoncé ou Beyoncé Knowles
Pop culture,"Quelle chanteuse égyptienne, surnommée ""l'Astre de l'Orient"", rencontra Nasser en 1948 ?",Oum Kalsoum ou Fatima Ibrahim
Pop culture,Quelle chanteuse est la mère de l'actrice Lou Doillon ?,Jane Birkin
Pop culture,"Quelle chanteuse est la vedette du premier concert organisé au stade Roi Baudouin à Bruxelles, après rénovation, en juin 1997 ?",Céline Dion
Pop culture,"Quelle chanteuse et actrice a fait un tube en 1983, en enregistrant une reprise de : ""Beast Of Burden"", des Rolling Stones ?",Bette Midler
Pop culture,"Quelle chanteuse et actrice américaine est à l'affiche des films ""Angel Eyes"" et ""Plus jamais"" ?",Jennifer Lopez
Pop culture,"Quelle chanteuse et actrice française est depuis 1996, la vice-présidente de Sidaction ?",Line Renaud
Pop culture,"Quelle chanteuse et désormais imitatrice a interprété l'hymne ""Victoire"", lors de l'inauguration du Stade de France en 1998 ?",Liane Foly
Pop culture,"Quelle chanteuse française a gagné le Concours Eurovision de la Chanson en 1962 avec : ""Un premier amour"" ?",Isabelle Aubret
Pop culture,"Quelle chanteuse française a gagné le Concours Eurovision de la Chanson en 1977 avec ""L'oiseau et l'enfant"" ?",Marie Myriam
Pop culture,"Quelle chanteuse française a remporté le Concours Eurovision de la Chanson avec le titre : ""Poupée de cire, poupée de son"" ?",France Gall
Pop culture,"Quelle chanteuse française est incarnée par Marion Cotillard dans le film ""La Môme"" ?",Edith Piaf
Pop culture,"Quelle chanteuse française finaliste de ""La Ferme Célébrités"", nous fait découvrir sa ""Vraie Vie"" en télé-réalité ?",Eve Angeli
Pop culture,"Quelle chanteuse française interprète : ""Y'a des zazous"" et ""Le Nougat"" ?",Brigitte Fontaine
Pop culture,Quelle chanteuse française interprète “Padam padam...” en 1951 ?,Édith Piaf
Pop culture,"Quelle chanteuse française, interprète de ""L'Aigle noir"", avait pour vrai nom Monique Serf ?",Barbara
Pop culture,"Quelle chanteuse fut la première à interpréter “Parlez-moi d'amour”, écrit par Jean Lenoir ?",Lucienne Boyer
Pop culture,"Quelle chanteuse grecque interpète le tube ""L'Amour en héritage"" au milieu des années 1980 ?",Nana Mouskouri
Pop culture,"Quelle chanteuse interprète ""Waka Waka (this time for Africa)"", l'hymne officiel de la Coupe du monde de football 2010",Shakira
Pop culture,"Quelle chanteuse interprète le titre ""Ne sois pas si bête"", en 1963 ?",France Gall
Pop culture,"Quelle chanteuse interprète les tubes : ""Crazy for You"" et ""Lucky Star"", dans les années 1980 ?",Madonna
Pop culture,"Quelle chanteuse interprète Liliane, aux côtés de Jean-Pierre Léaud, dans le film ""La Nuit américaine"" de François Truffaut ?",Dani
Pop culture,"Quelle chanteuse islandaise a composé la bande originale du film musical ""Dancer In The Dark"" ?",Björk
Pop culture,"Quelle chanteuse islandaise interprète les tubes ""Violently Happy"" et ""It's Oh So Quiet"" ?",Björk
Pop culture,"Quelle chanteuse jazzy a délaissé un temps la chanson pour l'imitation, avec le spectacle ""La Folle Parenthèse"" ?",Liane Foly
Pop culture,Quelle chanteuse new-yorkaise s'est imposée en 1990 avec le tube “Vision Of Love” ?,Mariah Carey
Pop culture,"Quelle chanteuse Noire américaine obtient un grand succès en 1985 avec ""We Don't Need Another Hero"" ?",Tina Turner
Pop culture,Quelle chanteuse ouvre le Petit conservatoire de la chanson à Paris en 1955 ?,Mireille
Pop culture,"Quelle chanteuse pop anglo-suédoise interprète les titres ""Manchild"" en 1989 et ""Woman"" en 1996 ?",Neneh Cherry
Pop culture,"Quelle chanteuse québécoise enregistre ""Lindbergh"", en duo avec Robert Charlebois en 1968 ?",Louise Forestier
Pop culture,"Quelle chanteuse R&B a été révélée par le single ""Femme de couleur"" ?",Shy'm ou Tamara Marthe
Pop culture,Quelle chanteuse s'appelait en réalité Yolande Gigliotti ?,Dalida
Pop culture,"Quelle chanteuse veut qu'on la laisse ""kiffer la vibe"" avec son mec ?",Diam's
Savoirs académiques,"Quelle chanteuse, interprète de la chanson ""Down On My Knees"", a choisi un nom d'artiste de 3 lettres, qui signifie ""joie"", en yoruba ?",Ayo
Pop culture,"Quelle chanteuse, prénommée Mylène, a choisi un nom de scène anglais dont la traduction est ""fermier"" ?",Mylène Farmer
Pop culture,"Quelle chanteuse, qui a remporté la ""Star Academy 3"", interprète en 2010 ""La Fille de l'après-midi"" ?",Élodie Frégé
Pop culture,Quelle chapelle du Vatican doit son nom au pape Sixte IV ?,La chapelle Sixtine
Pop culture,"Quelle chapelle, bâtie sous le règne de Saint Louis, est aujourd'hui située dans l'enceinte du Palais de Justice, à Paris",La Sainte-Chapelle ou La Sainte-Chapelle du Palais
Pop culture,"Quelle charcuterie peut être d'York, crue, au torchon ou à l'os ?",Le jambon
Pop culture,"Quelle charcuterie se dit ""prosciutto"" en italien ?",Le jambon
Pop culture,Quelle chaussure d'origine pyrénéenne est composée de toile et d'une semelle de corde tressée ?,L'espadrille
Pop culture,"Quelle chroniqueuse de télévision, présentatrice en 1992 de l'émission ""Frou-Frou"", a publié le roman ""Foudre"" en mai 2010",Christine Bravo
Pop culture,Quelle cinéaste française réalise en 1996 “Nénette et Boni” ?,Claire Denis
